epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
174,3327.09,0.68275,0.38334,0.95379,0.98465,0.97831,0.995,0.8354,0.82265,0.33371,0.9458,0.00011966,0.00011966,0.00011966
175,3345.12,0.7098,0.39334,0.96412,0.98308,0.98248,0.995,0.85021,0.81858,0.31945,0.94215,0.000115537,0.000115537,0.000115537
176,3365.8,0.68884,0.38045,0.95024,0.98556,0.98005,0.995,0.84345,0.81935,0.31175,0.94786,0.000111414,0.000111414,0.000111414
177,3381.98,0.67377,0.39462,0.94884,0.9813,0.98475,0.995,0.84998,0.79613,0.30721,0.93495,0.00010729,0.00010729,0.00010729
178,3401.47,0.68347,0.3873,0.95191,0.98346,0.98522,0.995,0.85152,0.79452,0.30523,0.93166,0.000103167,0.000103167,0.000103167
179,3422.94,0.66859,0.37805,0.94591,0.98516,0.98734,0.995,0.84564,0.85204,0.31369,0.95156,9.90437e-05,9.90437e-05,9.90437e-05
180,3441.69,0.6732,0.37707,0.95083,0.98503,0.98641,0.995,0.84549,0.84455,0.31885,0.94886,9.49203e-05,9.49203e-05,9.49203e-05
181,3461.76,0.65698,0.3694,0.93746,0.98741,0.98586,0.995,0.84794,0.80669,0.30217,0.94008,9.0797e-05,9.0797e-05,9.0797e-05
182,3478.77,0.68296,0.38913,0.95087,0.98724,0.98771,0.995,0.85083,0.77361,0.291,0.92841,8.66736e-05,8.66736e-05,8.66736e-05
183,3497.09,0.67914,0.37914,0.95635,0.98887,0.98677,0.995,0.8591,0.7899,0.29481,0.93169,8.25503e-05,8.25503e-05,8.25503e-05
184,3517.47,0.6742,0.3783,0.95445,0.98761,0.98736,0.995,0.8489,0.79746,0.29001,0.93057,7.84269e-05,7.84269e-05,7.84269e-05
185,3540.98,0.68266,0.3739,0.95418,0.98595,0.98778,0.995,0.85415,0.80926,0.29498,0.93473,7.43036e-05,7.43036e-05,7.43036e-05
186,3563.2,0.68663,0.38255,0.9588,0.98658,0.98619,0.995,0.84609,0.8035,0.29636,0.93334,7.01802e-05,7.01802e-05,7.01802e-05
187,3582.23,0.68251,0.37268,0.95673,0.98663,0.9859,0.995,0.85003,0.79708,0.28925,0.9349,6.60569e-05,6.60569e-05,6.60569e-05
188,3604.91,0.67286,0.37864,0.94608,0.98771,0.98882,0.995,0.84635,0.7975,0.28383,0.9328,6.19335e-05,6.19335e-05,6.19335e-05
189,3624.15,0.66739,0.37067,0.94254,0.98672,0.9885,0.995,0.84396,0.81241,0.29208,0.93887,5.78102e-05,5.78102e-05,5.78102e-05
190,3646.56,0.65216,0.36484,0.94387,0.9884,0.98599,0.995,0.85177,0.79297,0.29321,0.93041,5.36869e-05,5.36869e-05,5.36869e-05
191,3672.39,0.53806,0.25173,0.86371,0.98513,0.99523,0.995,0.84589,0.81162,0.29139,0.93638,4.95635e-05,4.95635e-05,4.95635e-05
192,3691.76,0.53304,0.24956,0.8672,0.98536,0.9911,0.995,0.85142,0.80728,0.29452,0.93651,4.54402e-05,4.54402e-05,4.54402e-05
193,3710.41,0.52992,0.24682,0.86528,0.98534,0.98966,0.995,0.8372,0.82824,0.30138,0.94702,4.13168e-05,4.13168e-05,4.13168e-05
194,3727.69,0.52141,0.24441,0.85876,0.98617,0.9893,0.995,0.84288,0.81029,0.29712,0.93859,3.71935e-05,3.71935e-05,3.71935e-05
195,3746.81,0.52824,0.24576,0.85819,0.98576,0.98981,0.995,0.84191,0.81671,0.29655,0.9426,3.30701e-05,3.30701e-05,3.30701e-05
196,3768.07,0.51811,0.23986,0.85966,0.98659,0.98831,0.995,0.84709,0.80597,0.29662,0.94051,2.89468e-05,2.89468e-05,2.89468e-05
197,3785.96,0.50798,0.24064,0.8599,0.98852,0.9886,0.995,0.84808,0.81637,0.29454,0.9427,2.48234e-05,2.48234e-05,2.48234e-05
198,3805.62,0.52783,0.243,0.8631,0.98759,0.98762,0.995,0.84887,0.81308,0.29561,0.94269,2.07001e-05,2.07001e-05,2.07001e-05
