epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,1071.62,0.82762,0.55986,1.06567,0.89184,0.96264,0.96336,0.76836,0.87868,0.55285,1.04331,0.008317,0.008317,0.008317
36,1101.33,0.834,0.56175,1.06245,0.91922,0.89678,0.95748,0.74499,0.92787,0.54779,1.04768,0.0082675,0.0082675,0.0082675
37,1125.57,0.83037,0.54998,1.05777,0.92168,0.9396,0.97651,0.74819,0.92177,0.52867,1.05903,0.008218,0.008218,0.008218
38,1149.99,0.8153,0.54002,1.05463,0.97357,0.91314,0.96642,0.77009,0.85499,0.52055,1.06404,0.0081685,0.0081685,0.0081685
39,1188.09,0.81408,0.53314,1.05191,0.90855,0.96687,0.96727,0.73634,0.92454,0.48888,1.07635,0.008119,0.008119,0.008119
40,1231.12,0.8088,0.53606,1.05167,0.93019,0.94817,0.97376,0.76564,0.88079,0.46817,1.07395,0.0080695,0.0080695,0.0080695
41,1260.25,0.81175,0.5344,1.05191,0.91172,0.95142,0.96218,0.75225,0.9978,0.56235,1.09976,0.00802,0.00802,0.00802
42,1284.4,0.79671,0.53261,1.04606,0.91998,0.87126,0.95301,0.75132,0.93897,0.57708,1.0735,0.0079705,0.0079705,0.0079705
43,1308.74,0.80141,0.53056,1.04569,0.91881,0.93703,0.95541,0.73494,0.91509,0.51354,1.082,0.007921,0.007921,0.007921
44,1344.56,0.78558,0.52053,1.04032,0.92111,0.90615,0.94017,0.77003,0.87577,0.52504,1.06181,0.0078715,0.0078715,0.0078715
45,1388.55,0.7867,0.52004,1.03868,0.91536,0.8778,0.9302,0.74286,0.97174,0.55649,1.12649,0.007822,0.007822,0.007822
46,1413.03,0.77707,0.51622,1.0342,0.89604,0.93901,0.9664,0.76045,0.91114,0.56094,1.06753,0.0077725,0.0077725,0.0077725
47,1437.21,0.77659,0.50681,1.03135,0.9074,0.97314,0.97509,0.76325,0.91658,0.48125,1.06737,0.007723,0.007723,0.007723
48,1461.89,0.77833,0.5062,1.03465,0.92845,0.92567,0.97354,0.76303,0.89252,0.48775,1.04779,0.0076735,0.0076735,0.0076735
49,1504.75,0.76621,0.50377,1.02954,0.8991,0.96273,0.98153,0.77287,0.89563,0.49045,1.06775,0.007624,0.007624,0.007624
50,1543,0.75926,0.49332,1.02709,0.96314,0.92223,0.97975,0.7816,0.85926,0.50276,1.06284,0.0075745,0.0075745,0.0075745
51,1567.25,0.76338,0.4963,1.03078,0.90521,0.95471,0.96662,0.76655,0.89027,0.49823,1.06508,0.007525,0.007525,0.007525
52,1591.48,0.75551,0.49159,1.02482,0.96444,0.94331,0.98719,0.77273,0.86734,0.45172,1.01912,0.0074755,0.0074755,0.0074755
53,1620.3,0.73938,0.48594,1.01555,0.91669,0.92578,0.96336,0.75659,0.88766,0.53987,1.05564,0.007426,0.007426,0.007426
54,1663.54,0.74808,0.48919,1.02049,0.94269,0.88936,0.97427,0.78932,0.86782,0.4747,1.03324,0.0073765,0.0073765,0.0073765
55,1701.63,0.73805,0.47611,1.01131,0.9735,0.92342,0.97728,0.79509,0.87487,0.47618,1.05524,0.007327,0.007327,0.007327
56,1725.98,0.73958,0.48624,1.02233,0.9105,0.93726,0.97754,0.78474,0.7991,0.46537,1.03884,0.0072775,0.0072775,0.0072775
57,1750.15,0.73762,0.4837,1.0163,0.95716,0.93975,0.98234,0.75255,0.9079,0.45128,1.04535,0.007228,0.007228,0.007228
58,1777.62,0.73225,0.4789,1.01461,0.93742,0.95815,0.98493,0.7601,0.87148,0.45221,1.07084,0.0071785,0.0071785,0.0071785
59,1823.17,0.7299,0.47908,1.0167,0.95688,0.97133,0.98831,0.80578,0.82751,0.42299,1.04191,0.007129,0.007129,0.007129
60,1853.4,0.72616,0.47187,1.01627,0.96294,0.97542,0.98819,0.80382,0.85399,0.39887,1.07402,0.0070795,0.0070795,0.0070795
61,1880.78,0.71671,0.46393,1.00739,0.93161,0.91955,0.98125,0.77012,0.92859,0.45529,1.06561,0.00703,0.00703,0.00703
62,1907.69,0.7233,0.4672,1.01129,0.93855,0.924,0.95803,0.77491,0.85519,0.46878,1.04298,0.0069805,0.0069805,0.0069805
63,1939.84,0.70962,0.46027,1.00355,0.89616,0.95302,0.95548,0.76886,0.90904,0.4663,1.09889,0.006931,0.006931,0.006931
64,1971.89,0.70583,0.46305,0.99845,0.95848,0.9232,0.98173,0.77345,0.91447,0.5281,1.0655,0.0068815,0.0068815,0.0068815
65,1999.58,0.70635,0.4583,1.00576,0.92544,0.93278,0.97799,0.79361,0.86856,0.46359,1.06748,0.006832,0.006832,0.006832
66,2026.88,0.70813,0.45505,1.00162,0.9364,0.9529,0.97398,0.76188,0.87297,0.45843,1.04136,0.0067825,0.0067825,0.0067825
67,2056.09,0.71293,0.46679,1.00552,0.86142,0.98616,0.97062,0.78873,0.88874,0.44504,1.05612,0.006733,0.006733,0.006733
68,2084.11,0.696,0.44627,0.99237,0.92917,0.9423,0.98108,0.79696,0.87412,0.39463,1.02891,0.0066835,0.0066835,0.0066835
69,2111.14,0.69393,0.44564,0.99015,0.9466,0.94906,0.97537,0.77702,0.90462,0.47005,1.10262,0.006634,0.006634,0.006634
70,2141.08,0.6785,0.4435,0.9906,0.93337,0.93987,0.96777,0.75903,0.90519,0.47463,1.05862,0.0065845,0.0065845,0.0065845
71,2170.09,0.67903,0.44263,0.99202,0.94995,0.93439,0.98411,0.78033,0.87309,0.41804,1.04912,0.006535,0.006535,0.006535
72,2197.6,0.68098,0.4455,0.9949,0.94489,0.93411,0.97378,0.78655,0.83137,0.43252,1.01423,0.0064855,0.0064855,0.0064855
73,2226.36,0.68361,0.44246,0.99689,0.95293,0.93893,0.96569,0.75943,0.87636,0.51292,1.07584,0.006436,0.006436,0.006436
74,2256.45,0.68499,0.44102,0.99105,0.95505,0.93573,0.96492,0.72905,0.91779,0.45017,1.08309,0.0063865,0.0063865,0.0063865
75,2283.87,0.68066,0.44705,0.99571,0.93062,0.92436,0.96431,0.79748,0.86487,0.49145,1.08216,0.006337,0.006337,0.006337
76,2310.98,0.65819,0.42662,0.97884,0.9664,0.92294,0.97835,0.77648,0.88234,0.41946,1.11444,0.0062875,0.0062875,0.0062875
77,2339.78,0.67308,0.43572,0.98671,0.96698,0.92554,0.97864,0.78989,0.86414,0.4322,1.06378,0.006238,0.006238,0.006238
78,2368.37,0.67707,0.43504,0.98928,0.95645,0.92549,0.97172,0.78251,0.86213,0.50021,1.02554,0.0061885,0.0061885,0.0061885
79,2395.75,0.64818,0.42005,0.97264,0.97416,0.90731,0.98106,0.76305,0.90208,0.52162,1.0891,0.006139,0.006139,0.006139
80,2422.65,0.66663,0.43089,0.98597,0.91281,0.97764,0.97551,0.76685,0.8914,0.51928,1.08519,0.0060895,0.0060895,0.0060895
81,2451.3,0.65702,0.42228,0.98208,0.93802,0.9516,0.97473,0.76016,0.90539,0.41189,1.09135,0.00604,0.00604,0.00604
82,2479.1,0.654,0.42046,0.98151,0.90886,0.97073,0.96619,0.77156,0.87182,0.43052,1.05695,0.0059905,0.0059905,0.0059905
83,2508.21,0.65975,0.4259,0.98743,0.95868,0.92103,0.95493,0.78406,0.82164,0.46056,1.04168,0.005941,0.005941,0.005941
84,2535.59,0.65038,0.41919,0.97565,0.93812,0.93307,0.97286,0.80391,0.8375,0.44999,1.03243,0.0058915,0.0058915,0.0058915
85,2563.08,0.65144,0.42121,0.9769,0.94584,0.94142,0.98099,0.79853,0.82654,0.40032,1.03705,0.005842,0.005842,0.005842
86,2592.55,0.65373,0.42269,0.97431,0.93008,0.92542,0.9689,0.7722,0.88458,0.47949,1.05049,0.0057925,0.0057925,0.0057925
87,2620.42,0.64961,0.42153,0.97615,0.9734,0.92516,0.98104,0.81712,0.85349,0.41831,1.04064,0.005743,0.005743,0.005743
88,2647.68,0.63956,0.4133,0.97643,0.9605,0.9154,0.98264,0.80432,0.86877,0.41283,1.06369,0.0056935,0.0056935,0.0056935
89,2675.93,0.6458,0.41606,0.97699,0.96533,0.92121,0.97506,0.78785,0.85621,0.42891,1.04474,0.005644,0.005644,0.005644
90,2704.11,0.63941,0.41602,0.96886,0.97061,0.92136,0.97478,0.78754,0.89117,0.45594,1.06402,0.0055945,0.0055945,0.0055945
91,2732.34,0.63801,0.41652,0.97425,0.93781,0.92476,0.96721,0.77977,0.87927,0.45119,1.05012,0.005545,0.005545,0.005545
92,2759.31,0.62814,0.40672,0.96636,0.96415,0.93692,0.97922,0.78365,0.87036,0.41863,1.05296,0.0054955,0.0054955,0.0054955
93,2786.18,0.62781,0.41023,0.97126,0.94002,0.93972,0.97413,0.78995,0.8557,0.44809,1.04263,0.005446,0.005446,0.005446
94,2814.04,0.62616,0.40713,0.9715,0.97632,0.91563,0.97572,0.79409,0.87316,0.42612,1.05207,0.0053965,0.0053965,0.0053965
95,2841.57,0.63134,0.40401,0.96897,0.98128,0.93186,0.96889,0.78383,0.85012,0.44493,1.03982,0.005347,0.005347,0.005347
96,2870.03,0.61237,0.39403,0.96024,0.95793,0.90789,0.9625,0.77568,0.85656,0.49461,1.05491,0.0052975,0.0052975,0.0052975
97,2897.15,0.62247,0.39978,0.96683,0.96747,0.91654,0.97431,0.80971,0.83373,0.46572,1.03795,0.005248,0.005248,0.005248
98,2926.35,0.61457,0.39672,0.96084,0.92128,0.92091,0.96688,0.78121,0.87442,0.47902,1.05026,0.0051985,0.0051985,0.0051985
99,2954.75,0.61097,0.39077,0.95641,0.93642,0.94573,0.97367,0.7727,0.96877,0.45945,1.11537,0.005149,0.005149,0.005149
100,2983.71,0.61762,0.39984,0.96322,0.91145,0.97118,0.97743,0.77538,0.88076,0.44688,1.07561,0.0050995,0.0050995,0.0050995
101,3013.79,0.61795,0.3987,0.96466,0.94675,0.90768,0.97149,0.78904,0.86708,0.49858,1.08042,0.00505,0.00505,0.00505
102,3042.24,0.6113,0.39294,0.96043,0.93212,0.97498,0.97861,0.75735,0.90797,0.45407,1.07966,0.0050005,0.0050005,0.0050005
103,3068.62,0.60818,0.39554,0.96565,0.9059,0.98018,0.97241,0.77635,0.88674,0.43184,1.08355,0.004951,0.004951,0.004951
104,3094.92,0.6078,0.39923,0.96306,0.9235,0.96611,0.97875,0.77585,0.878,0.45166,1.08202,0.0049015,0.0049015,0.0049015
105,3123.64,0.59947,0.38535,0.95977,0.93116,0.90908,0.95234,0.77103,0.85349,0.49293,1.072,0.004852,0.004852,0.004852
106,3152.91,0.60287,0.38909,0.96052,0.90164,0.98376,0.97416,0.79328,0.86558,0.44936,1.07718,0.0048025,0.0048025,0.0048025
107,3182.13,0.60677,0.39044,0.95668,0.97482,0.93886,0.98293,0.80743,0.83859,0.39785,1.05349,0.004753,0.004753,0.004753
108,3210.81,0.59352,0.38333,0.95567,0.94723,0.93199,0.96775,0.77271,0.87279,0.45762,1.07927,0.0047035,0.0047035,0.0047035
109,3238.53,0.58621,0.37813,0.95024,0.96588,0.91038,0.9729,0.77384,0.86633,0.45358,1.06167,0.004654,0.004654,0.004654
110,3264.2,0.59329,0.38697,0.95404,0.94792,0.97132,0.98393,0.78906,0.86757,0.42235,1.05964,0.0046045,0.0046045,0.0046045
111,3291.48,0.59181,0.3811,0.95423,0.95617,0.93233,0.97134,0.78721,0.84039,0.44538,1.04938,0.004555,0.004555,0.004555
112,3320.8,0.5833,0.37917,0.95047,0.93558,0.96618,0.97482,0.78774,0.85769,0.42535,1.0711,0.0045055,0.0045055,0.0045055
113,3347.49,0.58392,0.37669,0.95211,0.93135,0.96134,0.98058,0.78716,0.83911,0.43035,1.07015,0.004456,0.004456,0.004456
114,3374.37,0.58511,0.37741,0.94829,0.9398,0.9366,0.97264,0.78768,0.87608,0.42333,1.06724,0.0044065,0.0044065,0.0044065
115,3407.35,0.58943,0.37799,0.95091,0.94557,0.93645,0.97732,0.79215,0.85535,0.40916,1.06656,0.004357,0.004357,0.004357
116,3438.9,0.58303,0.37427,0.94854,0.94508,0.93258,0.97915,0.77673,0.85323,0.436,1.06165,0.0043075,0.0043075,0.0043075
117,3467.49,0.57365,0.36703,0.94687,0.93726,0.94172,0.97287,0.79101,0.85121,0.44099,1.07692,0.004258,0.004258,0.004258
118,3493.68,0.58116,0.37374,0.95003,0.9605,0.93791,0.98011,0.80123,0.83367,0.3827,1.06173,0.0042085,0.0042085,0.0042085
119,3523.6,0.56261,0.36392,0.94185,0.95996,0.93176,0.97993,0.79996,0.8591,0.39135,1.05254,0.004159,0.004159,0.004159
120,3550.49,0.56837,0.36769,0.9462,0.95345,0.94052,0.97141,0.8013,0.84125,0.39708,1.04965,0.0041095,0.0041095,0.0041095
121,3579.03,0.57086,0.37129,0.94782,0.9135,0.97758,0.97488,0.79606,0.83938,0.41357,1.05606,0.00406,0.00406,0.00406
122,3608.12,0.57673,0.37373,0.94815,0.93903,0.94861,0.97804,0.79748,0.83358,0.41706,1.04975,0.0040105,0.0040105,0.0040105
123,3635.92,0.56263,0.36397,0.93959,0.97615,0.90976,0.97475,0.79906,0.80097,0.43126,1.01978,0.003961,0.003961,0.003961
124,3663.49,0.56202,0.35835,0.93651,0.9183,0.96801,0.97707,0.79971,0.84977,0.51109,1.06439,0.0039115,0.0039115,0.0039115
125,3692.11,0.55605,0.35692,0.93572,0.93129,0.93682,0.97913,0.80132,0.83932,0.4554,1.0427,0.003862,0.003862,0.003862
126,3720.14,0.55973,0.35863,0.94327,0.95232,0.91864,0.97105,0.79058,0.82017,0.43541,1.0477,0.0038125,0.0038125,0.0038125
127,3746.83,0.5646,0.36095,0.94745,0.94608,0.91573,0.97676,0.79342,0.81461,0.44758,1.05671,0.003763,0.003763,0.003763
128,3774.94,0.55418,0.3621,0.93958,0.96387,0.91661,0.97233,0.78641,0.84197,0.4375,1.05552,0.0037135,0.0037135,0.0037135
129,3802.63,0.55727,0.35537,0.93915,0.95231,0.92204,0.97577,0.79341,0.83058,0.42908,1.04695,0.003664,0.003664,0.003664
130,3832.28,0.552,0.35352,0.93844,0.94785,0.94337,0.97095,0.798,0.83952,0.40763,1.0674,0.0036145,0.0036145,0.0036145
131,3857.9,0.55183,0.3531,0.93913,0.94032,0.9007,0.95483,0.77373,0.83048,0.46781,1.03522,0.003565,0.003565,0.003565
132,3886.02,0.55352,0.35354,0.94075,0.93892,0.94349,0.9722,0.7805,0.83399,0.41854,1.04707,0.0035155,0.0035155,0.0035155
133,3919.41,0.54669,0.35178,0.93862,0.94769,0.93586,0.96547,0.78858,0.83042,0.4311,1.06039,0.003466,0.003466,0.003466
134,3949.19,0.5482,0.35541,0.94077,0.92953,0.98211,0.97769,0.79387,0.84343,0.40205,1.0755,0.0034165,0.0034165,0.0034165
135,3976.16,0.54187,0.3516,0.9347,0.94741,0.91444,0.97654,0.78913,0.84948,0.41787,1.07592,0.003367,0.003367,0.003367
136,4002.28,0.54656,0.3525,0.94169,0.9364,0.95382,0.9748,0.78987,0.82953,0.40033,1.05994,0.0033175,0.0033175,0.0033175
137,4029.53,0.54329,0.34916,0.93787,0.95922,0.93257,0.97173,0.79377,0.82667,0.41866,1.0501,0.003268,0.003268,0.003268
138,4063.76,0.53698,0.34458,0.92972,0.93082,0.94743,0.96945,0.78869,0.82383,0.40694,1.03407,0.0032185,0.0032185,0.0032185
139,4091.44,0.53454,0.34396,0.93167,0.90444,0.97966,0.97585,0.78991,0.81844,0.40289,1.03138,0.003169,0.003169,0.003169
140,4117.22,0.54014,0.34943,0.93312,0.92295,0.93413,0.96661,0.79146,0.81758,0.40679,1.02805,0.0031195,0.0031195,0.0031195
141,4143.86,0.527,0.3432,0.93019,0.94255,0.91897,0.96981,0.78624,0.82199,0.43023,1.03848,0.00307,0.00307,0.00307
142,4172.92,0.53152,0.34316,0.92843,0.89247,0.97408,0.97595,0.802,0.82446,0.41618,1.03172,0.0030205,0.0030205,0.0030205
143,4202.8,0.52964,0.34573,0.92881,0.99064,0.90597,0.97535,0.81235,0.81902,0.41026,1.0462,0.002971,0.002971,0.002971
144,4230.49,0.52383,0.33815,0.92694,0.89965,0.97112,0.97538,0.80223,0.82773,0.3989,1.05435,0.0029215,0.0029215,0.0029215
145,4256.14,0.52412,0.34027,0.92517,0.89224,0.97251,0.97539,0.7848,0.83715,0.41761,1.05566,0.002872,0.002872,0.002872
146,4283.16,0.51657,0.33348,0.91997,0.94892,0.91505,0.97855,0.79702,0.83777,0.41292,1.05616,0.0028225,0.0028225,0.0028225
147,4311.36,0.52652,0.34128,0.93045,0.94145,0.93499,0.98105,0.79904,0.83625,0.41124,1.04224,0.002773,0.002773,0.002773
148,4339.39,0.51516,0.33476,0.92729,0.94864,0.93267,0.97334,0.79536,0.83777,0.42728,1.04151,0.0027235,0.0027235,0.0027235
149,4365.98,0.50857,0.32956,0.9213,0.9327,0.95608,0.98242,0.79935,0.85097,0.40833,1.04632,0.002674,0.002674,0.002674
150,4394.82,0.51726,0.33238,0.92432,0.92464,0.97774,0.98316,0.79095,0.85416,0.40957,1.0475,0.0026245,0.0026245,0.0026245
151,4422.67,0.5112,0.32903,0.92413,0.96831,0.92385,0.97902,0.78471,0.83544,0.39,1.0386,0.002575,0.002575,0.002575
152,4450.25,0.51788,0.33573,0.92773,0.95457,0.92397,0.97614,0.7947,0.82306,0.38229,1.03623,0.0025255,0.0025255,0.0025255
153,4478.23,0.51309,0.33148,0.92647,0.95318,0.9169,0.97761,0.80382,0.82102,0.39262,1.03984,0.002476,0.002476,0.002476
154,4506.48,0.50703,0.32847,0.92088,0.96258,0.9151,0.97537,0.79136,0.84339,0.41079,1.0523,0.0024265,0.0024265,0.0024265
155,4536.71,0.5078,0.32847,0.9215,0.94289,0.9162,0.9739,0.78294,0.84668,0.43134,1.05741,0.002377,0.002377,0.002377
156,4562.38,0.50795,0.33155,0.92325,0.9384,0.9189,0.97443,0.78371,0.86416,0.4301,1.06294,0.0023275,0.0023275,0.0023275
157,4590.94,0.50666,0.3267,0.92028,0.91789,0.97495,0.97952,0.79671,0.86399,0.44356,1.05814,0.002278,0.002278,0.002278
158,4622.01,0.50461,0.32671,0.91912,0.94784,0.93894,0.98221,0.7913,0.85505,0.42086,1.0576,0.0022285,0.0022285,0.0022285
159,4649.34,0.49308,0.31889,0.91483,0.91915,0.96801,0.9806,0.79075,0.86425,0.43025,1.0678,0.002179,0.002179,0.002179
160,4677.25,0.50185,0.32557,0.92389,0.92545,0.97867,0.97879,0.78861,0.8519,0.41447,1.05866,0.0021295,0.0021295,0.0021295
161,4707.59,0.4985,0.32569,0.9211,0.9247,0.98447,0.97905,0.79869,0.83445,0.39842,1.04911,0.00208,0.00208,0.00208
162,4736.74,0.49442,0.31892,0.91527,0.91949,0.98668,0.98113,0.79162,0.8369,0.40326,1.04813,0.0020305,0.0020305,0.0020305
163,4765.91,0.48846,0.31578,0.91264,0.92788,0.97201,0.97884,0.7861,0.84343,0.40459,1.04768,0.001981,0.001981,0.001981
164,4793.84,0.48611,0.3141,0.91166,0.93135,0.96835,0.98009,0.79343,0.85397,0.40197,1.04947,0.0019315,0.0019315,0.0019315
165,4822.54,0.48718,0.31758,0.9158,0.92859,0.97611,0.9827,0.79288,0.85024,0.40128,1.05207,0.001882,0.001882,0.001882
166,4849.92,0.48571,0.31869,0.91524,0.92257,0.98671,0.9816,0.79131,0.84746,0.39558,1.05407,0.0018325,0.0018325,0.0018325
167,4877.59,0.49156,0.31624,0.91492,0.94201,0.97897,0.98221,0.78805,0.85896,0.41214,1.05917,0.001783,0.001783,0.001783
168,4906.64,0.49562,0.32161,0.92033,0.93533,0.98332,0.97971,0.78724,0.86722,0.41576,1.05781,0.0017335,0.0017335,0.0017335
169,4937.55,0.48957,0.31774,0.91255,0.93257,0.98315,0.98088,0.78898,0.8607,0.40414,1.05633,0.001684,0.001684,0.001684
170,4964.73,0.47833,0.30626,0.91028,0.93039,0.98331,0.98133,0.78846,0.86554,0.39801,1.0557,0.0016345,0.0016345,0.0016345
171,4993.1,0.48461,0.31059,0.91167,0.93231,0.98007,0.9831,0.7914,0.86314,0.40166,1.05654,0.001585,0.001585,0.001585
172,5023.07,0.47861,0.31356,0.91455,0.92533,0.98189,0.98293,0.79615,0.85154,0.3862,1.04957,0.0015355,0.0015355,0.0015355
173,5050.98,0.48019,0.31011,0.91355,0.91741,0.97797,0.98265,0.79469,0.84126,0.38159,1.04616,0.001486,0.001486,0.001486
174,5080.58,0.47928,0.31298,0.91442,0.94443,0.95291,0.98323,0.79757,0.84006,0.3827,1.04427,0.0014365,0.0014365,0.0014365
175,5113.33,0.47289,0.30216,0.91213,0.92323,0.98018,0.98355,0.79221,0.84581,0.38197,1.0508,0.001387,0.001387,0.001387
176,5142.25,0.47392,0.30498,0.91032,0.93402,0.97686,0.9841,0.78857,0.8351,0.38372,1.04299,0.0013375,0.0013375,0.0013375
177,5169.27,0.47091,0.30344,0.90733,0.93257,0.97739,0.98338,0.78505,0.83484,0.39137,1.04487,0.001288,0.001288,0.001288
178,5195.53,0.46608,0.30212,0.90646,0.94376,0.966,0.98323,0.78849,0.83616,0.39268,1.04262,0.0012385,0.0012385,0.0012385
179,5231.76,0.46701,0.30474,0.90902,0.93541,0.97826,0.98352,0.79169,0.83273,0.39321,1.03699,0.001189,0.001189,0.001189
180,5263.59,0.46126,0.3008,0.90731,0.93146,0.98172,0.98338,0.79183,0.83076,0.38733,1.02977,0.0011395,0.0011395,0.0011395
181,5290.78,0.46819,0.30364,0.91064,0.92773,0.9826,0.98202,0.79658,0.82453,0.39172,1.02436,0.00109,0.00109,0.00109
182,5319.12,0.46868,0.30135,0.90977,0.92621,0.97432,0.9835,0.80133,0.83324,0.39423,1.02716,0.0010405,0.0010405,0.0010405
183,5349.77,0.46267,0.29851,0.91022,0.92106,0.97297,0.98058,0.7983,0.8372,0.40246,1.03074,0.000991,0.000991,0.000991
184,5378.69,0.45106,0.29377,0.90238,0.91936,0.97394,0.98025,0.7973,0.83851,0.41577,1.03595,0.0009415,0.0009415,0.0009415
185,5409.07,0.45673,0.29823,0.90501,0.9176,0.97363,0.98037,0.79526,0.84152,0.40962,1.04292,0.000892,0.000892,0.000892
186,5437.87,0.45143,0.2985,0.90323,0.91776,0.97626,0.98037,0.79276,0.83842,0.41415,1.04439,0.0008425,0.0008425,0.0008425
187,5468.38,0.45878,0.29573,0.90665,0.9207,0.97333,0.98019,0.79633,0.83871,0.4159,1.045,0.000793,0.000793,0.000793
